check_id,image_path,crop_path,label,confidence,x1,y1,x2,y2,status
ac00052,CheckImages\ac00052.tif,outputs\part_b\crops\train\ac00052.png,2950,0.827502,912.16,231.96,996.08,261.93,ok
ac00053,CheckImages\ac00053.tif,outputs\part_b\crops\train\ac00053.png,1200,0.824436,906.53,222.26,996.03,259.86,ok
ac00054,CheckImages\ac00054.tif,outputs\part_b\crops\train\ac00054.png,2000,0.776709,904.36,220.86,1095.32,257.17,ok
ac00055,CheckImages\ac00055.tif,outputs\part_b\crops\train\ac00055.png,1562,0.875286,816.62,212.75,988.10,254.26,ok
ac00056,CheckImages\ac00056.tif,outputs\part_b\crops\train\ac00056.png,5000,0.867674,904.20,226.75,1012.90,263.43,ok
ac00057,CheckImages\ac00057.tif,outputs\part_b\crops\train\ac00057.png,6616,0.862252,1679.57,437.85,2044.31,524.26,ok
ac00058,CheckImages\ac00058.tif,outputs\part_b\crops\train\ac00058.png,4897,0.863290,1856.97,462.76,2219.22,545.11,ok
ac00059,CheckImages\ac00059.tif,outputs\part_b\crops\train\ac00059.png,2500,0.796834,1869.52,463.42,2142.53,550.24,ok
ac00060,CheckImages\ac00060.tif,outputs\part_b\crops\train\ac00060.png,60000,0.804671,915.31,229.54,1046.14,265.99,ok
ac00061,CheckImages\ac00061.tif,outputs\part_b\crops\train\ac00061.png,14000,0.742858,958.59,231.66,1060.70,257.09,ok
ac00062,CheckImages\ac00062.tif,outputs\part_b\crops\train\ac00062.png,5690,0.838700,1981.93,499.59,2193.75,574.88,ok
ac00063,CheckImages\ac00063.tif,outputs\part_b\crops\train\ac00063.png,389860,0.803072,823.02,230.97,936.49,267.74,ok
ac00064,CheckImages\ac00064.tif,outputs\part_b\crops\train\ac00064.png,500,0.865862,821.43,228.42,897.34,268.59,ok
ac00065,CheckImages\ac00065.tif,outputs\part_b\crops\train\ac00065.png,28445,0.888137,910.82,217.37,1129.53,262.86,ok
ac00066,CheckImages\ac00066.tif,outputs\part_b\crops\train\ac00066.png,43673,0.892670,905.77,222.25,1093.95,265.89,ok
ac00067,CheckImages\ac00067.tif,outputs\part_b\crops\train\ac00067.png,20000,0.822548,906.35,224.67,1042.64,259.91,ok
ac00068,CheckImages\ac00068.tif,outputs\part_b\crops\train\ac00068.png,1800,0.883373,1866.92,462.73,2235.48,548.01,ok
ac00069,CheckImages\ac00069.tif,outputs\part_b\crops\train\ac00069.png,6535,0.809575,927.44,227.56,1052.90,277.67,ok
ac00070,CheckImages\ac00070.tif,outputs\part_b\crops\train\ac00070.png,3490,0.756034,1710.93,457.76,2097.14,541.59,ok
ac00071,CheckImages\ac00071.tif,outputs\part_b\crops\train\ac00071.png,4957,0.799565,1760.77,454.56,2005.18,521.39,ok
ac00072,CheckImages\ac00072.tif,outputs\part_b\crops\train\ac00072.png,776750,0.873902,923.02,221.08,1108.51,267.01,ok
ac00073,CheckImages\ac00073.tif,outputs\part_b\crops\train\ac00073.png,1850,0.833054,853.09,215.92,981.19,249.62,ok
ac00074,CheckImages\ac00074.tif,outputs\part_b\crops\train\ac00074.png,5000,0.861421,1860.95,466.53,2220.77,536.78,ok
ac00075,CheckImages\ac00075.tif,outputs\part_b\crops\train\ac00075.png,5576,0.830118,929.98,225.42,1137.73,264.79,ok
ac00076,CheckImages\ac00076.tif,outputs\part_b\crops\train\ac00076.png,14275,0.843953,1874.34,466.95,2209.43,545.05,ok
ac00077,CheckImages\ac00077.tif,outputs\part_b\crops\train\ac00077.png,7889,0.858817,907.50,228.18,1062.44,264.42,ok
ac00078,CheckImages\ac00078.tif,outputs\part_b\crops\train\ac00078.png,3542,0.834154,933.25,237.70,1136.95,270.07,ok
ac00079,CheckImages\ac00079.tif,outputs\part_b\crops\train\ac00079.png,5993,0.879929,818.58,214.93,967.52,253.51,ok
ac00080,CheckImages\ac00080.tif,outputs\part_b\crops\train\ac00080.png,912,0.840242,830.91,218.75,963.52,252.44,ok
ac00081,CheckImages\ac00081.tif,outputs\part_b\crops\train\ac00081.png,81538,0.825739,1866.70,463.76,2143.07,535.78,ok
ac00082,CheckImages\ac00082.tif,outputs\part_b\crops\train\ac00082.png,900,0.802420,968.79,229.33,1081.23,264.04,ok
ac00084,CheckImages\ac00084.tif,outputs\part_b\crops\train\ac00084.png,2000,0.702217,816.82,224.17,963.60,256.25,ok
ac00085,CheckImages\ac00085.tif,outputs\part_b\crops\train\ac00085.png,1122,0.870123,919.87,223.07,1063.89,261.00,ok
ac00086,CheckImages\ac00086.tif,outputs\part_b\crops\train\ac00086.png,969,0.806472,929.33,230.15,1068.00,265.33,ok
ac00087,CheckImages\ac00087.tif,outputs\part_b\crops\train\ac00087.png,87000,0.866128,838.99,214.93,1017.82,253.40,ok
ac00088,CheckImages\ac00088.tif,outputs\part_b\crops\train\ac00088.png,5145,0.772993,829.53,217.58,937.71,247.80,ok
ac00089,CheckImages\ac00089.tif,outputs\part_b\crops\train\ac00089.png,471625,0.878445,824.47,213.51,973.57,255.27,ok
ac00090,CheckImages\ac00090.tif,outputs\part_b\crops\train\ac00090.png,8000,0.846435,827.07,214.93,986.40,248.99,ok
ac00091,CheckImages\ac00091.tif,outputs\part_b\crops\train\ac00091.png,10000,0.880948,826.66,210.89,958.76,253.25,ok
ac00092,CheckImages\ac00092.tif,outputs\part_b\crops\train\ac00092.png,20000,0.852141,1726.90,473.71,1997.26,548.89,ok
ac00093,CheckImages\ac00093.tif,outputs\part_b\crops\train\ac00093.png,7560,0.787600,928.44,227.14,1119.02,266.23,ok
ac00094,CheckImages\ac00094.tif,outputs\part_b\crops\train\ac00094.png,175145,0.843501,923.88,226.59,1109.02,260.05,ok
ac00095,CheckImages\ac00095.tif,outputs\part_b\crops\train\ac00095.png,4607,0.851357,904.91,228.79,1108.73,266.38,ok
ac00096,CheckImages\ac00096.tif,outputs\part_b\crops\train\ac00096.png,150000,0.905502,907.66,218.15,1099.29,265.69,ok
ac00097,CheckImages\ac00097.tif,outputs\part_b\crops\train\ac00097.png,11650,0.835175,938.14,223.88,1092.89,262.41,ok
ac00098,CheckImages\ac00098.tif,outputs\part_b\crops\train\ac00098.png,5073,0.752946,1866.57,468.93,2167.85,554.14,ok
ac00099,CheckImages\ac00099.tif,outputs\part_b\crops\train\ac00099.png,216,0.792242,1914.76,477.24,2189.21,548.82,ok
ac00100,CheckImages\ac00100.tif,outputs\part_b\crops\train\ac00100.png,10000,0.844110,1864.40,467.76,2179.70,542.67,ok
ac00101,CheckImages\ac00101.tif,outputs\part_b\crops\train\ac00101.png,1955,0.890496,1873.96,460.57,2249.24,553.49,ok
ac00102,CheckImages\ac00102.tif,outputs\part_b\crops\train\ac00102.png,1222,0.677347,964.06,233.77,1065.90,259.51,ok
ac00103,CheckImages\ac00103.tif,outputs\part_b\crops\train\ac00103.png,2500,0.820596,1678.04,441.61,1937.45,520.37,ok
ac00104,CheckImages\ac00104.tif,outputs\part_b\crops\train\ac00104.png,6225,0.848648,1875.17,450.29,2250.98,542.59,ok
ac00105,CheckImages\ac00105.tif,outputs\part_b\crops\train\ac00105.png,2800,0.832625,966.25,226.40,1084.01,261.50,ok
ac00106,CheckImages\ac00106.tif,outputs\part_b\crops\train\ac00106.png,28000,0.852075,895.52,222.67,1073.45,268.85,ok
ac00107,CheckImages\ac00107.tif,outputs\part_b\crops\train\ac00107.png,1488,0.863641,914.13,231.18,1074.51,268.99,ok
ac00108,CheckImages\ac00108.tif,outputs\part_b\crops\train\ac00108.png,50000,0.839834,1928.24,463.58,2252.47,550.80,ok
ac00109,CheckImages\ac00109.tif,outputs\part_b\crops\train\ac00109.png,8000,0.862439,1923.24,458.19,2158.02,551.70,ok
ac00110,CheckImages\ac00110.tif,outputs\part_b\crops\train\ac00110.png,6075,0.884034,1865.95,459.15,2332.62,555.78,ok
ac00111,CheckImages\ac00111.tif,outputs\part_b\crops\train\ac00111.png,114061,0.855652,1849.37,459.02,2235.11,541.29,ok
ac00112,CheckImages\ac00112.tif,outputs\part_b\crops\train\ac00112.png,30000,0.841309,911.06,227.94,1042.84,265.85,ok
ac00113,CheckImages\ac00113.tif,outputs\part_b\crops\train\ac00113.png,600,0.808178,917.57,232.14,1071.83,268.71,ok
ac00114,CheckImages\ac00114.tif,outputs\part_b\crops\train\ac00114.png,2850,0.705367,964.22,231.32,1063.22,256.43,ok
ac00115,CheckImages\ac00115.tif,outputs\part_b\crops\train\ac00115.png,4345,0.886117,825.62,215.80,948.01,256.24,ok
ac00116,CheckImages\ac00116.tif,outputs\part_b\crops\train\ac00116.png,23238,0.822582,1836.33,470.00,2107.68,542.90,ok
ac00117,CheckImages\ac00117.tif,outputs\part_b\crops\train\ac00117.png,2850,0.844111,896.75,226.49,1119.98,265.78,ok
ac00118,CheckImages\ac00118.tif,outputs\part_b\crops\train\ac00118.png,4250,0.745698,922.74,226.79,1078.78,260.73,ok
ac00119,CheckImages\ac00119.tif,outputs\part_b\crops\train\ac00119.png,10000,0.866016,903.41,226.65,1058.72,269.29,ok
ac00120,CheckImages\ac00120.tif,outputs\part_b\crops\train\ac00120.png,14000,0.839989,1870.08,459.73,2216.77,540.69,ok
ac00121,CheckImages\ac00121.tif,outputs\part_b\crops\train\ac00121.png,756,0.875338,858.36,210.74,1051.01,253.65,ok
ac00122,CheckImages\ac00122.tif,outputs\part_b\crops\train\ac00122.png,5750,0.751558,872.80,216.77,1002.67,250.75,ok
ac00123,CheckImages\ac00123.tif,outputs\part_b\crops\train\ac00123.png,12000,0.802909,1728.63,444.89,1985.97,512.90,ok
ac00124,CheckImages\ac00124.tif,outputs\part_b\crops\train\ac00124.png,9576,0.861216,1869.71,457.83,2136.52,536.69,ok
ac00125,CheckImages\ac00125.tif,outputs\part_b\crops\train\ac00125.png,13525,0.833757,829.26,216.05,1007.38,248.70,ok
ac00126,CheckImages\ac00126.tif,outputs\part_b\crops\train\ac00126.png,14587,0.854309,825.26,218.50,973.56,254.39,ok
ac00127,CheckImages\ac00127.tif,outputs\part_b\crops\train\ac00127.png,200000,0.715672,1706.15,442.22,2012.03,516.63,ok
ac00128,CheckImages\ac00128.tif,outputs\part_b\crops\train\ac00128.png,3200,0.762489,914.38,229.87,1039.53,264.69,ok
ac00129,CheckImages\ac00129.tif,outputs\part_b\crops\train\ac00129.png,7400,0.863666,1871.48,446.77,2226.64,543.98,ok
ac00130,CheckImages\ac00130.tif,outputs\part_b\crops\train\ac00130.png,2800,0.741616,906.59,230.53,1017.60,265.08,ok
ac00131,CheckImages\ac00131.tif,outputs\part_b\crops\train\ac00131.png,2829350,0.879781,820.48,212.68,1000.64,255.16,ok
ac00132,CheckImages\ac00132.tif,outputs\part_b\crops\train\ac00132.png,15629500,0.853977,833.36,211.15,1019.55,260.30,ok
ac00133,CheckImages\ac00133.tif,outputs\part_b\crops\train\ac00133.png,2152650,0.862402,839.63,213.18,1000.39,253.60,ok
ac00134,CheckImages\ac00134.tif,outputs\part_b\crops\train\ac00134.png,700,0.802811,1879.02,460.45,2208.83,543.04,ok
ac00135,CheckImages\ac00135.tif,outputs\part_b\crops\train\ac00135.png,200000,0.694485,1702.70,459.52,1980.50,532.96,ok
ac00136,CheckImages\ac00136.tif,outputs\part_b\crops\train\ac00136.png,2153,0.829123,824.33,217.47,1022.12,249.11,ok
ac00137,CheckImages\ac00137.tif,outputs\part_b\crops\train\ac00137.png,920,0.856737,933.84,221.72,1082.09,264.73,ok
ac00138,CheckImages\ac00138.tif,outputs\part_b\crops\train\ac00138.png,1214,0.903337,919.03,222.05,1097.36,264.71,ok
ac00139,CheckImages\ac00139.tif,outputs\part_b\crops\train\ac00139.png,127170,0.755077,908.91,221.01,1141.18,265.56,ok
ac00140,CheckImages\ac00140.tif,outputs\part_b\crops\train\ac00140.png,4000,0.915506,1879.08,454.36,2291.93,541.41,ok
ac00141,CheckImages\ac00141.tif,outputs\part_b\crops\train\ac00141.png,5000,0.773387,1895.28,486.99,2205.53,551.30,ok
ac00142,CheckImages\ac00142.tif,outputs\part_b\crops\train\ac00142.png,7700,0.813101,1904.52,474.33,2231.38,550.22,ok
ac00143,CheckImages\ac00143.tif,outputs\part_b\crops\train\ac00143.png,84525,0.822789,1946.70,473.84,2303.36,541.54,ok
ac00144,CheckImages\ac00144.tif,outputs\part_b\crops\train\ac00144.png,10000,0.867631,905.55,225.18,1107.84,266.60,ok
ac00145,CheckImages\ac00145.tif,outputs\part_b\crops\train\ac00145.png,9922,0.847920,916.14,230.78,1099.11,268.66,ok
ac00146,CheckImages\ac00146.tif,outputs\part_b\crops\train\ac00146.png,18507,0.865212,930.29,221.71,1118.42,259.05,ok
ac00147,CheckImages\ac00147.tif,outputs\part_b\crops\train\ac00147.png,3884,0.854994,817.60,213.82,960.49,250.52,ok
ac00148,CheckImages\ac00148.tif,outputs\part_b\crops\train\ac00148.png,1305,0.820959,927.47,225.83,1081.16,261.29,ok
ac00149,CheckImages\ac00149.tif,outputs\part_b\crops\train\ac00149.png,6800,0.756773,2051.04,465.99,2338.40,556.28,ok
ac00150,CheckImages\ac00150.tif,outputs\part_b\crops\train\ac00150.png,264950,0.847292,1926.42,454.32,2313.95,543.02,ok
ac00151,CheckImages\ac00151.tif,outputs\part_b\crops\train\ac00151.png,31860,0.845777,914.34,225.38,1094.68,265.13,ok
ac00152,CheckImages\ac00152.tif,outputs\part_b\crops\train\ac00152.png,1380,0.841836,1922.89,451.09,2270.82,540.07,ok
ac00153,CheckImages\ac00153.tif,outputs\part_b\crops\train\ac00153.png,42500,0.646752,1963.20,473.07,2262.16,568.65,ok
ac00154,CheckImages\ac00154.tif,outputs\part_b\crops\train\ac00154.png,5308,0.808457,811.03,216.96,932.12,270.66,ok
ac00155,CheckImages\ac00155.tif,outputs\part_b\crops\train\ac00155.png,470,0.778587,944.45,229.05,1075.28,261.84,ok
ac00156,CheckImages\ac00156.tif,outputs\part_b\crops\train\ac00156.png,5482,0.881028,834.01,213.79,988.99,253.27,ok
ac00157,CheckImages\ac00157.tif,outputs\part_b\crops\train\ac00157.png,425,0.885894,826.20,215.04,1003.45,255.05,ok
ac00158,CheckImages\ac00158.tif,outputs\part_b\crops\train\ac00158.png,10000,0.853791,898.33,224.06,1032.46,267.41,ok
ac00159,CheckImages\ac00159.tif,outputs\part_b\crops\train\ac00159.png,3000,0.885578,913.67,222.51,1083.91,269.19,ok
ac00160,CheckImages\ac00160.tif,outputs\part_b\crops\train\ac00160.png,2000,0.802670,831.80,214.17,962.81,250.12,ok
ac00161,CheckImages\ac00161.tif,outputs\part_b\crops\train\ac00161.png,3312205,0.869432,815.90,211.38,995.02,259.11,ok
ac00162,CheckImages\ac00162.tif,outputs\part_b\crops\train\ac00162.png,8500,0.876725,1858.67,445.46,2187.03,537.88,ok
ac00163,CheckImages\ac00163.tif,outputs\part_b\crops\train\ac00163.png,67297,0.848982,1717.17,435.18,2041.52,526.14,ok
ac00164,CheckImages\ac00164.tif,outputs\part_b\crops\train\ac00164.png,3420,0.887579,900.80,218.98,1135.21,267.78,ok
ac00165,CheckImages\ac00165.tif,outputs\part_b\crops\train\ac00165.png,25000,0.777736,1860.12,463.12,2103.36,558.43,ok
ac00166,CheckImages\ac00166.tif,outputs\part_b\crops\train\ac00166.png,2586,0.873613,916.53,225.67,1108.59,267.03,ok
ac00167,CheckImages\ac00167.tif,outputs\part_b\crops\train\ac00167.png,640717,0.908761,912.79,216.84,1076.62,263.47,ok
ac00168,CheckImages\ac00168.tif,outputs\part_b\crops\train\ac00168.png,425,0.820061,821.96,213.51,981.55,251.90,ok
ac00169,CheckImages\ac00169.tif,outputs\part_b\crops\train\ac00169.png,7511,0.875683,913.42,216.61,1046.27,262.04,ok
ac00170,CheckImages\ac00170.tif,outputs\part_b\crops\train\ac00170.png,41611,0.823521,1864.94,469.27,2243.47,555.49,ok
ac00171,CheckImages\ac00171.tif,outputs\part_b\crops\train\ac00171.png,2236,0.874834,912.22,225.34,1100.04,267.69,ok
ac00172,CheckImages\ac00172.tif,outputs\part_b\crops\train\ac00172.png,36671,0.810606,1861.35,458.45,2161.28,542.16,ok
ac00173,CheckImages\ac00173.tif,outputs\part_b\crops\train\ac00173.png,1950,0.850099,943.84,229.39,1065.65,277.53,ok
ac00174,CheckImages\ac00174.tif,outputs\part_b\crops\train\ac00174.png,3400,0.844809,1863.40,470.65,2281.56,547.85,ok
ac00175,CheckImages\ac00175.tif,outputs\part_b\crops\train\ac00175.png,450000,0.883991,829.66,220.91,1013.36,257.19,ok
ac00176,CheckImages\ac00176.tif,outputs\part_b\crops\train\ac00176.png,4750,0.858005,1863.22,455.66,2243.48,550.14,ok
ac00177,CheckImages\ac00177.tif,outputs\part_b\crops\train\ac00177.png,576,0.802536,893.81,219.13,1118.23,270.89,ok
ac00178,CheckImages\ac00178.tif,outputs\part_b\crops\train\ac00178.png,25535,0.841324,903.18,231.33,1118.18,264.63,ok
ac00179,CheckImages\ac00179.tif,outputs\part_b\crops\train\ac00179.png,1192,0.878729,1703.64,438.16,2069.38,525.75,ok
ac00180,CheckImages\ac00180.tif,outputs\part_b\crops\train\ac00180.png,1584,0.853523,1858.49,460.95,2222.91,540.28,ok
ac00181,CheckImages\ac00181.tif,outputs\part_b\crops\train\ac00181.png,4860,0.803353,1836.52,475.51,2227.88,549.88,ok
ac00182,CheckImages\ac00182.tif,outputs\part_b\crops\train\ac00182.png,11850,0.819719,1875.53,478.69,2150.15,543.82,ok
ac00183,CheckImages\ac00183.tif,outputs\part_b\crops\train\ac00183.png,10310,0.789796,1882.62,469.34,2153.69,543.05,ok
ac00184,CheckImages\ac00184.tif,outputs\part_b\crops\train\ac00184.png,32010,0.866387,1868.75,454.53,2115.41,544.19,ok
ac00185,CheckImages\ac00185.tif,outputs\part_b\crops\train\ac00185.png,5000,0.731429,927.12,227.72,1115.73,266.69,ok
ac00186,CheckImages\ac00186.tif,outputs\part_b\crops\train\ac00186.png,2451,0.853932,1883.08,470.90,2176.90,543.00,ok
ac00187,CheckImages\ac00187.tif,outputs\part_b\crops\train\ac00187.png,100000,0.776170,1892.67,483.66,2208.90,567.48,ok
ac00188,CheckImages\ac00188.tif,outputs\part_b\crops\train\ac00188.png,6142,0.845315,824.95,212.61,969.76,251.69,ok
ac00189,CheckImages\ac00189.tif,outputs\part_b\crops\train\ac00189.png,2522,0.852985,906.78,215.49,1050.29,261.39,ok
ac00190,CheckImages\ac00190.tif,outputs\part_b\crops\train\ac00190.png,34197,0.857212,846.80,214.50,995.70,255.84,ok
ac00191,CheckImages\ac00191.tif,outputs\part_b\crops\train\ac00191.png,2249,0.829351,914.42,228.82,1077.96,267.83,ok
ac00192,CheckImages\ac00192.tif,outputs\part_b\crops\train\ac00192.png,1300,0.795712,897.75,230.45,1017.97,268.40,ok
ac00193,CheckImages\ac00193.tif,outputs\part_b\crops\train\ac00193.png,35000,0.836550,902.59,221.53,1021.10,265.73,ok
ac00194,CheckImages\ac00194.tif,outputs\part_b\crops\train\ac00194.png,1200,0.847173,1855.28,460.97,2129.11,547.66,ok
ac00195,CheckImages\ac00195.tif,outputs\part_b\crops\train\ac00195.png,1565,0.850469,1865.64,466.28,2097.30,546.53,ok
ac00196,CheckImages\ac00196.tif,outputs\part_b\crops\train\ac00196.png,9406,0.830816,811.60,232.41,918.30,267.62,ok
ac00197,CheckImages\ac00197.tif,outputs\part_b\crops\train\ac00197.png,4000,0.647326,808.87,222.13,918.63,256.38,ok
ac00198,CheckImages\ac00198.tif,outputs\part_b\crops\train\ac00198.png,31490,0.874110,909.62,224.46,1096.16,266.08,ok
ac00199,CheckImages\ac00199.tif,outputs\part_b\crops\train\ac00199.png,2500,0.802536,924.85,231.89,1084.85,261.32,ok
ac00200,CheckImages\ac00200.tif,outputs\part_b\crops\train\ac00200.png,153,0.798813,937.17,230.39,1054.55,259.22,ok
ac00201,CheckImages\ac00201.tif,outputs\part_b\crops\train\ac00201.png,35020,0.864036,817.83,214.42,989.29,253.57,ok
ac00202,CheckImages\ac00202.tif,outputs\part_b\crops\train\ac00202.png,7000,0.813621,937.30,227.73,1086.35,260.50,ok
ac00203,CheckImages\ac00203.tif,outputs\part_b\crops\train\ac00203.png,2012,0.792571,899.78,230.02,1019.31,272.04,ok
ac00204,CheckImages\ac00204.tif,outputs\part_b\crops\train\ac00204.png,7200,0.900875,1879.11,450.37,2160.99,549.53,ok
ac00205,CheckImages\ac00205.tif,outputs\part_b\crops\train\ac00205.png,57506,0.516131,917.78,224.83,1037.29,249.46,ok
ac00206,CheckImages\ac00206.tif,outputs\part_b\crops\train\ac00206.png,50556,0.786549,1866.18,463.54,2232.47,561.34,ok
ac00207,CheckImages\ac00207.tif,outputs\part_b\crops\train\ac00207.png,1911,0.850853,914.70,218.17,1022.85,262.11,ok
ac00208,CheckImages\ac00208.tif,outputs\part_b\crops\train\ac00208.png,4050,0.826664,824.20,218.66,979.44,257.07,ok
