check_id,image_path,crop_path,label,confidence,x1,y1,x2,y2,status
ac00022,CheckImages\ac00022.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00022.png,600250,0.904972,919.35,225.66,1132.21,281.81,ok
ac00023,CheckImages\ac00023.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00023.png,5520,0.829915,1902.93,458.98,2203.07,535.74,ok
ac00024,CheckImages\ac00024.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00024.png,15309,0.860074,1867.10,457.05,2190.96,548.12,ok
ac00025,CheckImages\ac00025.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00025.png,40000,0.842740,1681.59,441.71,1912.45,522.55,ok
ac00026,CheckImages\ac00026.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00026.png,180500,0.717827,1683.67,452.33,2140.08,522.51,ok
ac00027,CheckImages\ac00027.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00027.png,14725,0.848961,821.04,214.79,930.41,250.89,ok
ac00028,CheckImages\ac00028.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00028.png,1661,0.675471,962.77,233.31,1065.26,257.50,ok
ac00029,CheckImages\ac00029.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00029.png,308000,0.804836,839.66,216.90,987.20,250.41,ok
ac00030,CheckImages\ac00030.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00030.png,11220,0.802768,849.58,214.27,989.62,255.21,ok
ac00031,CheckImages\ac00031.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00031.png,830,0.777766,889.35,233.89,983.42,260.36,ok
ac00032,CheckImages\ac00032.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00032.png,1740,0.761100,911.06,240.20,1010.95,264.86,ok
ac00033,CheckImages\ac00033.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00033.png,5000,0.841698,904.38,221.83,1037.26,269.12,ok
ac00034,CheckImages\ac00034.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00034.png,3622,0.849251,1855.47,463.98,2222.02,575.23,ok
ac00035,CheckImages\ac00035.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00035.png,28000,0.856879,891.46,218.15,1074.90,269.31,ok
ac00036,CheckImages\ac00036.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00036.png,14600,0.669320,973.13,222.53,1085.44,248.20,ok
ac00037,CheckImages\ac00037.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00037.png,109000,0.150548,819.15,204.01,931.09,254.93,ok
ac00038,CheckImages\ac00038.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00038.png,6000,0.872253,908.34,225.15,1026.54,268.37,ok
ac00039,CheckImages\ac00039.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00039.png,3500,0.571912,1782.62,484.08,2162.47,555.75,ok
ac00040,CheckImages\ac00040.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00040.png,8615,0.841102,906.80,228.89,1095.40,260.15,ok
ac00041,CheckImages\ac00041.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00041.png,84765,0.854843,895.10,222.50,1096.57,266.58,ok
ac00042,CheckImages\ac00042.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00042.png,73800,0.683727,900.75,221.17,1142.32,279.13,ok
ac00043,CheckImages\ac00043.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00043.png,13323,0.822084,910.59,225.57,1066.63,275.43,ok
ac00044,CheckImages\ac00044.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00044.png,38500,0.720307,1889.27,457.91,2292.88,535.41,ok
ac00045,CheckImages\ac00045.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00045.png,5000,0.817267,903.80,224.28,1092.87,264.19,ok
ac00046,CheckImages\ac00046.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00046.png,9521,0.877437,921.63,222.31,1130.09,264.66,ok
ac00047,CheckImages\ac00047.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00047.png,9120,0.686431,821.75,223.47,946.79,262.43,ok
ac00048,CheckImages\ac00048.tif,,,,,,,,missed
ac00049,CheckImages\ac00049.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00049.png,6100,0.824955,896.07,216.98,1038.14,265.93,ok
ac00050,CheckImages\ac00050.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00050.png,200000,0.859352,827.38,212.21,1000.92,258.80,ok
ac00051,CheckImages\ac00051.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00051.png,70000,0.868715,906.11,222.32,1077.32,266.37,ok
ac00052,CheckImages\ac00052.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00052.png,2950,0.827571,912.16,231.96,996.08,261.93,ok
ac00053,CheckImages\ac00053.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00053.png,1200,0.824467,906.53,222.26,996.03,259.86,ok
ac00054,CheckImages\ac00054.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00054.png,2000,0.776686,904.36,220.86,1095.33,257.17,ok
ac00055,CheckImages\ac00055.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00055.png,1562,0.875274,816.63,212.75,988.10,254.26,ok
ac00056,CheckImages\ac00056.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00056.png,5000,0.867609,904.20,226.75,1012.90,263.43,ok
ac00057,CheckImages\ac00057.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00057.png,6616,0.862267,1679.57,437.85,2044.31,524.26,ok
ac00058,CheckImages\ac00058.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00058.png,4897,0.861882,1857.41,462.86,2218.99,544.95,ok
ac00059,CheckImages\ac00059.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00059.png,2500,0.794142,1869.72,463.71,2142.07,550.34,ok
ac00060,CheckImages\ac00060.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00060.png,60000,0.806971,915.44,229.83,1046.04,266.05,ok
ac00061,CheckImages\ac00061.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00061.png,14000,0.742927,958.56,231.48,1060.77,257.25,ok
ac00062,CheckImages\ac00062.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00062.png,5690,0.838701,1981.93,499.59,2193.75,574.88,ok
ac00063,CheckImages\ac00063.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00063.png,389860,0.803098,823.02,230.97,936.49,267.74,ok
ac00064,CheckImages\ac00064.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00064.png,500,0.145034,822.92,227.34,898.17,257.83,ok
ac00065,CheckImages\ac00065.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00065.png,28445,0.888156,910.81,217.37,1129.53,262.86,ok
ac00066,CheckImages\ac00066.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00066.png,43673,0.892691,905.77,222.25,1093.95,265.89,ok
ac00067,CheckImages\ac00067.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00067.png,20000,0.822549,906.35,224.67,1042.64,259.91,ok
ac00068,CheckImages\ac00068.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00068.png,1800,0.883390,1866.93,462.73,2235.48,548.01,ok
ac00069,CheckImages\ac00069.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00069.png,6535,0.809578,927.44,227.56,1052.90,277.67,ok
ac00070,CheckImages\ac00070.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00070.png,3490,0.754109,1710.85,457.78,2097.21,541.93,ok
ac00071,CheckImages\ac00071.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00071.png,4957,0.803242,1760.62,454.51,2005.25,521.48,ok
ac00072,CheckImages\ac00072.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00072.png,776750,0.874679,923.14,221.27,1108.40,266.92,ok
ac00073,CheckImages\ac00073.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00073.png,1850,0.837361,852.97,215.90,981.18,249.67,ok
ac00074,CheckImages\ac00074.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00074.png,5000,0.861417,1860.95,466.53,2220.77,536.78,ok
ac00075,CheckImages\ac00075.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00075.png,5576,0.830156,929.98,225.42,1137.73,264.79,ok
ac00076,CheckImages\ac00076.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00076.png,14275,0.843969,1874.34,466.95,2209.42,545.05,ok
ac00077,CheckImages\ac00077.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00077.png,7889,0.858853,907.50,228.18,1062.44,264.41,ok
ac00078,CheckImages\ac00078.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00078.png,3542,0.832052,933.34,237.86,1136.86,269.97,ok
ac00079,CheckImages\ac00079.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00079.png,5993,0.880432,818.49,214.83,967.47,253.53,ok
ac00080,CheckImages\ac00080.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00080.png,912,0.840197,830.91,218.75,963.52,252.44,ok
ac00081,CheckImages\ac00081.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00081.png,81538,0.825681,1866.70,463.77,2143.08,535.78,ok
ac00082,CheckImages\ac00082.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00082.png,900,0.815322,968.75,229.29,1081.17,264.03,ok
ac00084,CheckImages\ac00084.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00084.png,2000,0.714224,812.66,224.98,963.39,256.82,ok
ac00085,CheckImages\ac00085.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00085.png,1122,0.870132,919.87,223.07,1063.89,261.00,ok
ac00086,CheckImages\ac00086.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00086.png,969,0.806486,929.34,230.15,1068.00,265.33,ok
ac00087,CheckImages\ac00087.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00087.png,87000,0.866197,838.99,214.93,1017.83,253.40,ok
ac00088,CheckImages\ac00088.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00088.png,5145,0.772969,829.53,217.58,937.71,247.80,ok
ac00089,CheckImages\ac00089.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00089.png,471625,0.882585,824.72,213.88,974.84,254.74,ok
ac00090,CheckImages\ac00090.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00090.png,8000,0.847363,827.11,215.04,986.40,248.85,ok
ac00091,CheckImages\ac00091.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00091.png,10000,0.880905,826.66,210.89,958.76,253.25,ok
ac00092,CheckImages\ac00092.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00092.png,20000,0.852092,1726.90,473.71,1997.25,548.89,ok
ac00093,CheckImages\ac00093.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00093.png,7560,0.787585,928.44,227.14,1119.02,266.23,ok
ac00094,CheckImages\ac00094.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00094.png,175145,0.843506,923.89,226.59,1109.02,260.05,ok
ac00095,CheckImages\ac00095.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00095.png,4607,0.851371,904.91,228.79,1108.74,266.38,ok
ac00096,CheckImages\ac00096.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00096.png,150000,0.905497,907.66,218.15,1099.29,265.69,ok
ac00097,CheckImages\ac00097.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00097.png,11650,0.835119,938.14,223.88,1092.89,262.41,ok
ac00098,CheckImages\ac00098.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00098.png,5073,0.588220,1870.60,473.80,2258.43,547.91,ok
ac00099,CheckImages\ac00099.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00099.png,216,0.792947,1915.06,477.64,2188.38,548.88,ok
ac00100,CheckImages\ac00100.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00100.png,10000,0.847632,1864.61,467.93,2178.97,542.50,ok
ac00101,CheckImages\ac00101.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00101.png,1955,0.890493,1873.96,460.57,2249.24,553.49,ok
ac00102,CheckImages\ac00102.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00102.png,1222,0.677333,964.05,233.77,1065.90,259.51,ok
ac00103,CheckImages\ac00103.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00103.png,2500,0.822857,1678.07,441.91,1937.08,520.46,ok
ac00104,CheckImages\ac00104.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00104.png,6225,0.857698,1875.88,450.75,2244.75,542.98,ok
ac00105,CheckImages\ac00105.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00105.png,2800,0.835074,966.35,226.44,1083.91,261.44,ok
ac00106,CheckImages\ac00106.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00106.png,28000,0.850945,895.62,222.84,1073.24,268.87,ok
ac00107,CheckImages\ac00107.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00107.png,1488,0.863647,914.13,231.18,1074.51,268.99,ok
ac00108,CheckImages\ac00108.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00108.png,50000,0.839852,1928.24,463.58,2252.46,550.80,ok
ac00109,CheckImages\ac00109.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00109.png,8000,0.861042,1923.26,458.23,2158.09,551.53,ok
ac00110,CheckImages\ac00110.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00110.png,6075,0.883899,1866.23,459.35,2331.84,555.73,ok
ac00111,CheckImages\ac00111.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00111.png,114061,0.855636,1849.38,459.02,2235.11,541.29,ok
ac00112,CheckImages\ac00112.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00112.png,30000,0.841266,911.07,227.94,1042.84,265.85,ok
ac00113,CheckImages\ac00113.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00113.png,600,0.809604,917.65,232.35,1071.59,268.69,ok
ac00114,CheckImages\ac00114.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00114.png,2850,0.712429,964.29,231.43,1063.14,256.24,ok
ac00115,CheckImages\ac00115.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00115.png,4345,0.886102,825.62,215.81,948.01,256.24,ok
ac00116,CheckImages\ac00116.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00116.png,23238,0.822600,1836.32,470.00,2107.67,542.90,ok
ac00117,CheckImages\ac00117.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00117.png,2850,0.839006,896.90,226.79,1119.79,265.67,ok
ac00118,CheckImages\ac00118.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00118.png,4250,0.752373,922.60,226.39,1079.01,260.90,ok
ac00119,CheckImages\ac00119.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00119.png,10000,0.866016,903.41,226.65,1058.72,269.29,ok
ac00120,CheckImages\ac00120.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00120.png,14000,0.839996,1870.08,459.73,2216.78,540.69,ok
ac00121,CheckImages\ac00121.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00121.png,756,0.877597,858.23,210.78,1050.94,253.64,ok
ac00122,CheckImages\ac00122.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00122.png,5750,0.756271,872.97,217.47,1002.45,250.75,ok
ac00123,CheckImages\ac00123.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00123.png,12000,0.803676,1728.43,445.16,1985.68,512.84,ok
ac00124,CheckImages\ac00124.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00124.png,9576,0.864720,1869.85,458.60,2134.31,536.26,ok
ac00125,CheckImages\ac00125.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00125.png,13525,0.833665,829.26,216.29,1007.19,248.75,ok
ac00126,CheckImages\ac00126.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00126.png,14587,0.854603,825.26,218.77,973.40,254.37,ok
ac00127,CheckImages\ac00127.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00127.png,200000,0.715680,1706.15,442.22,2012.03,516.63,ok
ac00128,CheckImages\ac00128.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00128.png,3200,0.762420,914.38,229.88,1039.53,264.69,ok
ac00129,CheckImages\ac00129.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00129.png,7400,0.863634,1871.48,446.77,2226.64,543.98,ok
ac00130,CheckImages\ac00130.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00130.png,2800,0.741597,906.59,230.53,1017.60,265.08,ok
ac00131,CheckImages\ac00131.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00131.png,2829350,0.878954,820.54,212.87,1000.48,255.13,ok
ac00132,CheckImages\ac00132.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00132.png,15629500,0.859448,834.77,211.18,1020.15,260.59,ok
ac00133,CheckImages\ac00133.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00133.png,2152650,0.862390,839.63,213.18,1000.39,253.60,ok
ac00134,CheckImages\ac00134.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00134.png,700,0.802784,1879.02,460.45,2208.83,543.04,ok
ac00135,CheckImages\ac00135.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00135.png,200000,0.694400,1702.71,459.52,1980.50,532.96,ok
ac00136,CheckImages\ac00136.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00136.png,2153,0.829048,824.33,217.47,1022.13,249.11,ok
ac00137,CheckImages\ac00137.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00137.png,920,0.853167,934.02,221.98,1081.97,264.56,ok
ac00138,CheckImages\ac00138.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00138.png,1214,0.902265,919.34,222.22,1097.29,264.67,ok
ac00139,CheckImages\ac00139.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00139.png,127170,0.755019,908.92,221.01,1141.17,265.56,ok
ac00140,CheckImages\ac00140.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00140.png,4000,0.915523,1879.07,454.36,2291.93,541.41,ok
ac00141,CheckImages\ac00141.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00141.png,5000,0.775015,1895.50,487.58,2204.62,551.47,ok
ac00142,CheckImages\ac00142.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00142.png,7700,0.813860,1905.06,474.89,2230.60,550.20,ok
ac00143,CheckImages\ac00143.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00143.png,84525,0.822799,1946.69,473.84,2303.36,541.54,ok
ac00144,CheckImages\ac00144.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00144.png,10000,0.867647,905.55,225.18,1107.84,266.60,ok
ac00145,CheckImages\ac00145.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00145.png,9922,0.847921,916.14,230.78,1099.11,268.66,ok
ac00146,CheckImages\ac00146.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00146.png,18507,0.865212,930.29,221.71,1118.42,259.05,ok
ac00147,CheckImages\ac00147.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00147.png,3884,0.855046,817.60,213.81,960.49,250.52,ok
ac00148,CheckImages\ac00148.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00148.png,1305,0.820944,927.47,225.83,1081.16,261.29,ok
ac00149,CheckImages\ac00149.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00149.png,6800,0.762490,2052.13,467.16,2337.55,556.33,ok
ac00150,CheckImages\ac00150.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00150.png,264950,0.847641,1926.82,454.56,2311.66,542.68,ok
ac00151,CheckImages\ac00151.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00151.png,31860,0.845799,914.33,225.37,1094.68,265.13,ok
ac00152,CheckImages\ac00152.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00152.png,1380,0.841825,1922.89,451.09,2270.81,540.07,ok
ac00153,CheckImages\ac00153.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00153.png,42500,0.124041,1971.59,477.86,2259.88,543.50,ok
ac00154,CheckImages\ac00154.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00154.png,5308,0.808416,811.02,216.96,932.12,270.67,ok
ac00155,CheckImages\ac00155.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00155.png,470,0.790224,944.63,229.08,1075.25,261.80,ok
ac00156,CheckImages\ac00156.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00156.png,5482,0.878034,833.92,213.63,989.13,253.25,ok
ac00157,CheckImages\ac00157.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00157.png,425,0.885871,826.20,215.03,1003.45,255.05,ok
ac00158,CheckImages\ac00158.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00158.png,10000,0.853811,898.33,224.06,1032.45,267.41,ok
ac00159,CheckImages\ac00159.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00159.png,3000,0.885622,913.67,222.51,1083.92,269.18,ok
ac00160,CheckImages\ac00160.tif,arabic_check_pipeline\part_b_courtesy_ocr\outputs\crops\train\ac00160.png,2000,0.802666,831.81,214.17,962.81,250.12,ok
